,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
5446,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5447,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5448,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,5JD,No,Yes,Male
5449,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Parole,7JD,Yes,Yes,Female
5450,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,7JD,No,Yes,Male
5451,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male
5452,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,2JD,Yes,Yes,Male
5453,2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,6JD,No,Yes,Male
5454,2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,6JD,No,Yes,Male
5455,2011,2014,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Special Sentence,,No,No,Male
5456,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Female
5457,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,Yes,Female
5458,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,3JD,No,Yes,Male
5459,2011,2014,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,Interstate Compact,No,No,Male
5460,2011,2014,White - Hispanic,25-34,D Felony,Violent,Sex,Special Sentence,Interstate Compact,No,No,Male
5461,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,Yes,Yes,Male
5462,2011,2014,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5463,2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,Discharged – End of Sentence,,Yes,No,Male
5464,2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,3JD,Yes,Yes,Male
5465,2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Male
5466,2011,2014,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
5467,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5468,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5469,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5470,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5471,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5472,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
5473,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5474,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
5475,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Female
5476,2011,2014,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5477,2011,2014,Black - Non-Hispanic,45-54,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male
5478,2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5479,2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5480,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
5481,2011,2014,White - Hispanic,25-34,D Felony,Public Order,Traffic,Discharged – End of Sentence,,Yes,No,Male
5482,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,6JD,No,Yes,Female
5483,2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5484,2011,2014,White - Hispanic,35-44,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5485,2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Sex,Special Sentence,1JD,Yes,Yes,Male
5486,2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,7JD,Yes,Yes,Male
5487,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,Special Sentence,Interstate Compact,Yes,Yes,Male
5488,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,Yes,Male
5489,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,Yes,Yes,Male
5490,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,No,Male
5491,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
5492,2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,No,Yes,Male
5493,2011,2014,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,,No,No,Female
5494,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,Yes,Male
5495,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5496,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
5497,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,2JD,No,Yes,Male
5498,2011,2014,White - Hispanic,35-44,D Felony,Violent,Other Violent,Parole,Interstate Compact,No,No,Male
5499,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
5500,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
5501,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
5502,2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Male
5503,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male
5504,2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
5505,2011,2014,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
5506,2011,2014,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
5507,2011,2014,Black - Non-Hispanic,35-44,B Felony,Violent,Murder/Manslaughter,Parole,5JD,No,Yes,Male
5508,2011,2014,Black - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5509,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5510,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5511,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5512,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5513,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5514,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5515,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5516,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5517,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5518,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
5519,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
5520,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
5521,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,7JD,Yes,Yes,Male
5522,2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
5523,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Male
5524,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,5JD,Yes,Yes,Male
5525,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
5526,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
5527,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
5528,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,,No,No,Male
5529,2011,2014,Black - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole,5JD,Yes,Yes,Male
5530,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,7JD,No,Yes,Male
5531,2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
5532,2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5533,2011,2014,White - Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Parole,Interstate Compact,No,No,Male
5534,2011,2014,White - Non-Hispanic,45-54,C Felony,Property,Arson,Parole,7JD,No,Yes,Female
5535,2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
5536,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,Interstate Compact,Yes,No,Female
5537,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male
5538,2011,2014,White - Non-Hispanic,35-44,Serious Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Female
5539,2011,2014,White - Non-Hispanic,45-54,C Felony,Violent,Kidnap,Parole,5JD,No,Yes,Male
5540,2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,No,Yes,Female
5541,2011,2014,White - Non-Hispanic,45-54,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5542,2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Parole,Interstate Compact,No,No,Male
5543,2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,Interstate Compact,No,No,Male
5544,2011,2014,White - Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,Yes,Female
5545,2011,2014,Black - Non-Hispanic,35-44,C Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male
5546,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Female
5547,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Female
5548,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male
5549,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
5550,2011,2014,White - Non-Hispanic,55 and Older,B Felony,Violent,Robbery,Parole,8JD,No,No,Male
5551,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,8JD,No,Yes,Male
5552,2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
5553,2011,2014,White - Non-Hispanic,45-54,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
5554,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5555,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5556,2011,2014,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
5557,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Male
5558,2011,2014,White - Non-Hispanic,55 and Older,C Felony,Violent,Robbery,Parole,8JD,Yes,Yes,Male
5559,2011,2014,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
5560,2011,2014,White - Non-Hispanic,55 and Older,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
5561,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
5562,2011,2014,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Interstate Compact,Yes,Yes,Male
5563,2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Sex,Special Sentence,,No,Yes,Male
5564,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,6JD,Yes,Yes,Male
5565,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
5566,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
5567,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Female
5568,2011,2014,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Parole,3JD,No,Yes,Male
5569,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Parole,6JD,No,Yes,Male
5570,2011,2014,White - Non-Hispanic,45-54,C Felony,Violent,Robbery,Parole,4JD,No,Yes,Male
5571,2011,2014,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5572,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,Yes,Yes,Male
5573,2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5574,2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5575,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Other Drug,Parole,2JD,No,Yes,Male
5576,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Parole,6JD,No,Yes,Female
5577,2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,Yes,Yes,Female
5578,2011,2014,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,1JD,Yes,Yes,Male
5579,2011,2014,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Female
5580,2011,2014,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,4JD,Yes,Yes,Male
5581,2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
5582,2011,2014,American Indian or Alaska Native - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,Yes,Yes,Male
5583,2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,,No,No,Male
5584,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole,1JD,Yes,Yes,Male
5585,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,7JD,No,Yes,Male
5586,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,7JD,No,Yes,Male
5587,2011,2014,White - Non-Hispanic,25-34,D Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No,Male
5588,2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
5589,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
5590,2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,Traffic,Parole,3JD,Yes,Yes,Male
5591,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,Yes,Male
5592,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Female
5593,2011,2014,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,1JD,No,Yes,Male
5594,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,8JD,Yes,Yes,Male
5595,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Female
5596,2011,2014,Black - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole,5JD,No,Yes,Male
5597,2011,2014,White - Non-Hispanic,35-44,B Felony,Violent,Murder/Manslaughter,Parole,3JD,Yes,Yes,Female
5598,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Interstate Compact,No,No,Male
5599,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
5600,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,Yes,Male
5601,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,3JD,No,Yes,Male
5602,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,Yes,Male
5603,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,Yes,Male
5604,2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,7JD,No,Yes,Female
5605,2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,5JD,Yes,Yes,Male
5606,2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female
5607,2011,2014,White - Hispanic,55 and Older,D Felony,Property,Burglary,Parole,7JD,No,Yes,Male
5608,2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male
5609,2011,2014,Black - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No,Female
5610,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Discharged – End of Sentence,,No,No,Female
5611,2011,2014,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,1JD,No,Yes,Male
5612,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,Yes,Yes,Male
5613,2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5614,2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5615,2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
5616,2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Female
5617,2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Arson,Discharged – End of Sentence,,No,No,Male
5618,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,No,Female
5619,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
5620,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Female
5621,2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Female
5622,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Sex,Discharged – End of Sentence,,No,No,Male
5623,2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
5624,2011,2014,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,3JD,Yes,Yes,Male
5625,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,2JD,No,Yes,Female
5626,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,4JD,No,Yes,Male
5627,2011,2014,Black - Non-Hispanic,Under 25,B Felony,Violent,Other Violent,Parole,5JD,No,Yes,Male
5628,2011,2014,White - Hispanic,25-34,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
5629,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,6JD,No,Yes,Male
5630,2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Female
5631,2011,2014,White - Non-Hispanic,45-54,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
5632,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5633,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
5634,2011,2014,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Parole,,Yes,Yes,Male
5635,2011,2014,White - Hispanic,Under 25,D Felony,Violent,Assault,Parole,Interstate Compact,No,No,Male
5636,2011,2014,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male
5637,2011,2014,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,1JD,Yes,Yes,Male
5638,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,2JD,No,Yes,Female
5639,2011,2014,White - Non-Hispanic,45-54,Serious Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
5640,2011,2014,White - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole,1JD,No,Yes,Female
5641,2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5642,2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
5643,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
5644,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
5645,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
5646,2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,7JD,No,Yes,Male
5647,2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,7JD,No,Yes,Male
5648,2011,2014,White - Hispanic,Under 25,D Felony,Property,Vandalism,Parole,4JD,No,Yes,Male
5649,2011,2014,White - Non-Hispanic,55 and Older,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
5650,2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,No,Yes,Male
5651,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5652,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5653,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5654,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5655,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5656,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5657,2011,2014,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,,No,No,Female
5658,2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
5659,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
5660,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
5661,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,Parole,5JD,No,Yes,Male
5662,2011,2014,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Female
5663,2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Sex,Parole,7JD,No,Yes,Male
5664,2011,2014,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
5665,2011,2014,White - Hispanic,25-34,C Felony,Violent,Robbery,Parole,Interstate Compact,No,No,Male
5666,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,Yes,Male
5667,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,Yes,Male
5668,2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
5669,2011,2014,Black - Non-Hispanic,55 and Older,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
5670,2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,Interstate Compact,No,Yes,Male
5671,2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Female
5672,2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Female
5673,2011,2014,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
5674,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
5675,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
